Dice_coefficient,Absolute_volume_difference,Absolute_lesion_difference,Lesion-wise_F1-score
1.0,0.0,0,1.0
0.6689548168696224,21.123000000000005,2,1.0
0.6039204170031569,5.3950000000000005,0,1.0
